ID,LastName,FirstName,Title,Gender,Boarded,Class,Age,Survived
399,Foley,Joseph,Mr,M,Queenstown,3rd,19,No
400,Foo,Choong,Mr,M,Southampton,3rd,32,Yes
401,Ford,Margaret Ann Watson,Mrs,F,Southampton,3rd,54,No
402,Ford,Arthur,Mr,M,Southampton,3rd,22,No
403,Ford,Dollina Margaret,Miss,F,Southampton,3rd,20,No
404,Ford,Edward Watson,Mr,M,Southampton,3rd,18,No
405,Ford,William Neal Thomas,Mr,M,Southampton,3rd,16,No
406,Ford,Robina Maggie,Miss,F,Southampton,3rd,7,No
407,Foreman,Benjamin Laventall,Mr,M,Southampton,1st,30,No
408,Fortune,Mark,Mr,M,Southampton,1st,64,No
409,Fortune,Mary,Mrs,F,Southampton,1st,60,Yes
410,Fortune,Ethel Flora,Miss,F,Southampton,1st,28,Yes
411,Fortune,Alice Elizabeth,Miss,F,Southampton,1st,24,Yes
412,Fortune,Mabel Helen,Miss,F,Southampton,1st,23,Yes
413,Fortune,Charles Alexander,Mr,M,Southampton,1st,19,No
414,Fox,Stanley Harrington,Mr,M,Southampton,2nd,38,No
415,Fox,Patrick,Mr,M,Queenstown,3rd,28,No
416,Francatelli,Laura Mabel (Secretary to Lady Duff-Gordon),Miss,F,Cherbourg,1st,31,Yes
417,Franklin,Thomas Parnham,Mr,M,Southampton,1st,37,No
418,Frauenthal,Henry William,Dr,M,Southampton,1st,49,Yes
419,Frauenthal,Isaac Gerald,Mr,M,Cherbourg,1st,43,Yes
420,Frauenthal,Clara,Mrs,F,Southampton,1st,42,Yes
421,Frölicher,Hedwig Margaritha,Miss,F,Cherbourg,1st,22,Yes
422,Frölicher-Stehli,Maximilian Josef,Mr,M,Cherbourg,1st,60,Yes
423,Frölicher-Stehli,Margaretha Emerentia,Mrs,F,Cherbourg,1st,48,Yes
424,Frost,Anthony Wood,Mr,M,Belfast,2nd,38,No
425,Fry,Richard (Valet to Joseph Bruce Ismay),Mr,M,Southampton,1st,39,No
426,Funk,Annie Clemmer,Miss,F,Southampton,2nd,38,No
427,Futrelle,Jacques Heath,Mr,M,Southampton,1st,37,No
428,Futrelle,Lily May,Mrs,F,Southampton,1st,35,Yes
429,Fynney,Joseph J.,Mr,M,Southampton,2nd,35,No
430,Gale,Harry,Mr,M,Southampton,2nd,38,No
431,Gale,Shadrach,Mr,M,Southampton,2nd,33,No
432,Gallagher,Martin,Mr,M,Queenstown,3rd,29,No
433,Garfirth,John,Mr,M,Southampton,3rd,21,No
434,Garside,Ethel,Miss,F,Southampton,2nd,39,Yes
435,Gaskell,William Alfred,Mr,M,Southampton,2nd,19,No
436,Gavey,Laurence,Mr,M,Southampton,2nd,26,No
437,Gee,Arthur H.,Mr,M,Southampton,1st,47,No
438,George/Joseph,Shawneene,Mrs,F,Cherbourg,3rd,38,Yes
439,Gerios Thamah,Assaf,Mr,M,Cherbourg,3rd,21,No
440,Gheorgheff,Stanio,Mr,M,Cherbourg,3rd,,No
441,Gibson,Pauline Caroline,Mrs,F,Cherbourg,1st,44,Yes
442,Gibson,Dorothy Winifred,Miss,F,Cherbourg,1st,22,Yes
443,Gieger,Amalie (Maid to Mrs George Dunton Widener),Miss,F,Southampton,1st,35,Yes
444,Giglio,Victor Gaitan Andrea (Valet to Benjamin Guggenheim),Mr,M,Cherbourg,1st,23,No
445,Gilbert,William,Mr,M,Southampton,2nd,47,No
446,Giles,Ralph,Mr,M,Southampton,2nd,24,No
447,Giles,Edgar,Mr,M,Southampton,2nd,21,No
448,Giles,Frederick Edward,Mr,M,Southampton,2nd,20,No
449,Gilinski,Eliezer,Mr,M,Southampton,3rd,22,No
450,Gill,John,Mr,M,Southampton,2nd,24,No
451,Gillespie,William Henry,Mr,M,Southampton,2nd,31,No
452,Gilnagh,Katherine,Miss,F,Queenstown,3rd,17,Yes
453,Givard,Hans Kristensen,Mr,M,Southampton,2nd,30,No
454,Glynn,Mary Agatha,Miss,F,Queenstown,3rd,19,Yes
455,Goldenberg,Samuel L.,Mr,M,Cherbourg,1st,47,Yes
456,Goldenberg,Nella,Mrs,F,Cherbourg,1st,40,Yes
457,Goldschmidt,George B.,Mr,M,Cherbourg,1st,71,No
458,Goldsmith,Nathan,Mr,M,Southampton,3rd,41,No
459,Goldsmith,Frank John,Mr,M,Southampton,3rd,33,No
460,Goldsmith,Emily Alice,Mrs,F,Southampton,3rd,31,Yes
461,Goldsmith,Frank John William,Master,M,Southampton,3rd,9,Yes
462,Goodwin,Augusta,Mrs,F,Southampton,3rd,43,No
463,Goodwin,Frederick Joseph,Mr,M,Southampton,3rd,42,No
464,Goodwin,Lillian Amy,Miss,F,Southampton,3rd,16,No
465,Goodwin,Charles Edward,Mr,M,Southampton,3rd,14,No
466,Goodwin,William Frederick,Master,M,Southampton,3rd,11,No
467,Goodwin,Jessie Allis,Miss,F,Southampton,3rd,10,No
468,Goodwin,Harold Victor,Master,M,Southampton,3rd,9,No
469,Goodwin,Sidney Leslie,Master,M,Southampton,3rd,1,No
470,Gracie,Archibald,Colonel,M,Southampton,1st,53,Yes
471,Graham,Edith,Mrs,F,Southampton,1st,59,Yes
472,Graham,George Edward,Mr,M,Southampton,1st,38,No
473,Graham,Margaret Edith,Miss,F,Southampton,1st,19,Yes
474,Green,George,Mr,M,Southampton,3rd,40,No
475,Greenberg,Samuel,Mr,M,Southampton,2nd,52,No
476,Greenfield,Blanche,Mrs,F,Cherbourg,1st,45,Yes
477,Greenfield,William Bertram,Mr,M,Cherbourg,1st,23,Yes
478,Grønnestad,Daniel Danielsen,Mr,M,Southampton,3rd,32,No
479,Guest,Robert,Mr,M,Southampton,3rd,23,No
480,Guggenheim,Benjamin,Mr,M,Cherbourg,1st,46,No
481,Gustafsson,Anders Vilhelm,Mr,M,Southampton,3rd,37,No
482,Gustafsson,Johan Birger,Mr,M,Southampton,3rd,28,No
483,Gustafsson,Karl Gideon,Mr,M,Southampton,3rd,19,No
484,Gustafsson,Alfred Ossian,Mr,M,Southampton,3rd,19,No
485,Haas,Aloisia,Miss,F,Southampton,3rd,24,No
486,Hagland,Ingvald Olai Olsen,Mr,M,Southampton,3rd,28,No
487,Hagland,Konrad Mathias Reiersen,Mr,M,Southampton,3rd,19,No
488,Hakkarainen,Pekka Pietari,Mr,M,Southampton,3rd,28,No
489,Hakkarainen,Elin Matilda,Mrs,F,Southampton,3rd,24,Yes
490,Hale,Reginald,Mr,M,Southampton,2nd,30,No
491,Hämäläinen,Viljo Unto Johannes,Master,M,Southampton,2nd,0,Yes
492,Hämäläinen,Anna,Mrs,F,Southampton,2nd,23,Yes
493,Hampe,Léon Jérome,Mr,M,Southampton,3rd,19,No
494,Hanna,Mansour,Mr,M,Cherbourg,3rd,35,No
495,Hanna,Boulos,Mr,M,Cherbourg,3rd,18,No
496,Hannah,Borak,Mr,M,Cherbourg,3rd,27,Yes
497,Hansen,Jennie Louise,Mrs,F,Southampton,3rd,45,Yes
498,Hansen,Claus Peter,Mr,M,Southampton,3rd,41,No
499,Hansen,Henrik Juul,Mr,M,Southampton,3rd,26,No
500,Hansen,Henry Damsgaard,Mr,M,Southampton,3rd,21,No
501,Harbeck,William H.,Mr,M,Southampton,2nd,44,No
502,Harder,George Achilles,Mr,M,Cherbourg,1st,25,Yes
503,Harder,Dorothy,Mrs,F,Cherbourg,1st,21,Yes
504,Hargadon,Catherine,Miss,F,Queenstown,3rd,17,No
505,Harknett,Alice Phoebe,Miss,F,Southampton,3rd,21,No
506,Harper,Myra Raymond,Mrs,F,Cherbourg,1st,49,Yes
507,Harper,Henry Sleeper,Mr,M,Cherbourg,1st,48,Yes
508,Harper,John,Reverend,M,Southampton,2nd,39,No
509,Harper,Annie Jessie,Miss,F,Southampton,2nd,6,Yes
510,Harrington,Charles Henry (Manservant to Clarence Bloomfield Moore),Mr,M,Southampton,1st,37,No
511,Harris,George,Mr,M,Southampton,2nd,62,Yes
512,Harris,Henry Birkhardt,Mr,M,Southampton,1st,45,No
513,Harris,Walter,Mr,M,Southampton,2nd,44,No
514,Harris,Irene,Mrs,F,Southampton,1st,35,Yes
515,Harrison,William Henry (Private secretary to Joseph Bruce Ismay),Mr,M,Southampton,1st,45,No
516,Hart,Esther Ada,Mrs,F,Southampton,2nd,48,Yes
517,Hart,Benjamin,Mr,M,Southampton,2nd,47,No
518,Hart,Henry,Mr,M,Queenstown,3rd,28,No
519,Hart,Eva Miriam,Miss,F,Southampton,2nd,7,Yes
520,Hartley,Wallace Henry,Mr,M,Southampton,2nd,33,No
521,Hassab,Hammad (Interpreter to Henry Sleeper Harper),Mr,M,Cherbourg,1st,27,Yes
522,Hawksford,Walter James,Mr,M,Southampton,1st,45,Yes
523,Hays,Charles Melville,Mr,M,Southampton,1st,55,No
524,Hays,Clara Jennings,Mrs,F,Southampton,1st,52,Yes
525,Hays,Margaret Bechstein,Miss,F,Cherbourg,1st,24,Yes
526,Head,Christopher,Mr,M,Southampton,1st,42,No
527,Healy,Honor,Miss,F,Queenstown,3rd,29,Yes
528,Hedman,Oskar Arvid,Mr,M,Southampton,3rd,27,Yes
529,Hee,Ling,Mr,M,Southampton,3rd,24,Yes
530,Hegarty,Hanora,Miss,F,Queenstown,3rd,18,No
531,Heikkinen,Laina,Miss,F,Southampton,3rd,26,No
532,Heininen,Wendla Maria,Miss,F,Southampton,3rd,23,No
533,Hellström,Hilda Maria,Miss,F,Southampton,3rd,22,Yes
534,Hendekovic,Ignjac,Mr,M,Southampton,3rd,28,No
535,Henriksson,Jenny Lovisa,Miss,F,Southampton,3rd,28,No
536,Henry,Bridget Delia,Miss,F,Queenstown,3rd,21,No
537,Herman,Samuel,Mr,M,Southampton,2nd,49,No
538,Herman,Jane,Mrs,F,Southampton,2nd,48,Yes
539,Herman,Alice,Miss,F,Southampton,2nd,23,Yes
540,Herman,Kate,Miss,F,Southampton,2nd,23,Yes
541,Hewlett,Mary Dunbar,Mrs,F,Southampton,2nd,56,Yes
542,Hickman,Lewis,Mr,M,Southampton,2nd,30,No
543,Hickman,Leonard Mark,Mr,M,Southampton,2nd,24,No
544,Hickman,Stanley George,Mr,M,Southampton,2nd,20,No
545,Hilliard,Herbert Henry,Mr,M,Southampton,1st,44,No
546,Hiltunen,Marta,Miss,F,Southampton,2nd,18,No
547,Hipkins,William Edward,Mr,M,Southampton,1st,55,No
548,Hippach,Ida Sophia,Mrs,F,Cherbourg,1st,44,Yes
549,Hippach,Jean Gertrude,Miss,F,Cherbourg,1st,17,Yes
550,Hirvonen,Helga Elisabeth Lindqvist,Mrs,F,Southampton,3rd,22,Yes
551,Hirvonen,Hildur Elisabeth,Miss,F,Southampton,3rd,2,Yes
552,Hocking,Eliza,Mrs,F,Southampton,2nd,54,Yes
553,Hocking,Samuel James Metcalfe,Mr,M,Southampton,2nd,36,No
554,Hocking,Richard George,Mr,M,Southampton,2nd,23,No
555,Hocking,Ellen,Miss,F,Southampton,2nd,20,Yes
556,Hodges,Henry Price,Mr,M,Southampton,2nd,50,No
557,Hogeboom,Anna Louisa,Mrs,F,Cherbourg,1st,51,Yes
558,Hold,Stephen,Mr,M,Southampton,2nd,44,No
559,Hold,Annie Margaret,Mrs,F,Southampton,2nd,29,Yes
560,Holm,John Fredrik Alexander,Mr,M,Southampton,3rd,43,No
561,Holthen,Johan Martin,Mr,M,Southampton,3rd,28,No
562,Holverson,Alexander Oskar,Mr,M,Southampton,1st,42,No
563,Holverson,Mary Aline,Mrs,F,Southampton,1st,35,Yes
564,Homer,Harry,Mr,M,Southampton,1st,40,Yes
565,Honkanen,Eliina,Miss,F,Southampton,3rd,27,No
566,Hood,Ambrose Jr,Mr,M,Southampton,2nd,21,No
567,Horgan,John,Mr,M,Queenstown,3rd,22,No
568,Hosono,Masabumi,Mr,M,Southampton,2nd,41,Yes
569,Howard,Benjamin,Mr,M,Southampton,2nd,63,No
570,Howard,Ellen Truelove,Mrs,F,Southampton,2nd,61,No
571,Howard,May Elizabeth,Miss,F,Southampton,3rd,26,Yes
572,Hoyt,William Fisher,Mr,M,Cherbourg,1st,42,Yes
573,Hoyt,Frederick Maxfield,Mr,M,Southampton,1st,38,Yes
574,Hoyt,Jane Anne,Mrs,F,Southampton,1st,31,Yes
575,Humblen,Adolf Mathias Nicolai Olsen,Mr,M,Southampton,3rd,42,No
576,Hume,John Law,Mr,M,Southampton,2nd,21,No
577,Hunt,George Henry,Mr,M,Southampton,2nd,33,No
578,Hyman,Abraham Joseph,Mr,M,Southampton,3rd,34,Yes
579,Ibrahim,Safiyah,Mrs,F,Cherbourg,3rd,18,Yes
580,Ibrahim,Husayn Mahmud Husayn,Mr,M,Cherbourg,3rd,11,No
581,Ibrahim Shawah,Yousseff,Mr,M,Cherbourg,3rd,33,No
582,Icard,Rose Amélie (Maid to Mrs George Nelson Stone),Miss,F,Southampton,1st,39,Yes
583,Ilett,Bertha,Miss,F,Southampton,2nd,17,No
584,Ilieff,Ylio,Mr,M,Southampton,3rd,32,No
585,Ilmakangas,Ida Livija,Miss,F,Southampton,3rd,27,No
586,Ilmakangas,Pieta Sofia,Miss,F,Southampton,3rd,25,No
587,Isham,Ann Elizabeth,Miss,F,Cherbourg,1st,50,No
588,Ismay,Joseph Bruce,Mr,M,Southampton,1st,49,Yes
589,Ivanoff,Kanio,Mr,M,Southampton,3rd,20,No
590,Jabbur (Zabour),Thamine,Miss,F,Cherbourg,3rd,19,No
591,Jabbur (Zabour),Hileni,Miss,F,Cherbourg,3rd,16,No
592,Jacobsohn,Sidney Samuel,Mr,M,Southampton,2nd,42,No
593,Jacobsohn,Amy Frances Christy,Mrs,F,Southampton,2nd,24,Yes
594,Jalševac,Ivan,Mr,M,Cherbourg,3rd,29,Yes
595,Jansson,Carl Olof,Mr,M,Southampton,3rd,21,Yes
596,Jardim,José Neto,Mr,M,Southampton,3rd,21,No
597,Jarvis,Denzil John,Mr,M,Southampton,2nd,47,No
598,Jefferys,Clifford Thomas,Mr,M,Southampton,2nd,24,No
599,Jefferys,Ernest Wilfred,Mr,M,Southampton,2nd,22,No
600,Jenkin,Stephen Curnow,Mr,M,Southampton,2nd,32,No
601,Jensen,Niels Rasmus,Mr,M,Southampton,3rd,48,No
602,Jensen,Hans Peder,Mr,M,Southampton,3rd,20,No
603,Jensen,Svend Lauritz,Mr,M,Southampton,3rd,17,No
604,Jermyn,Annie Jane,Miss,F,Queenstown,3rd,26,Yes
605,Jerwan,Marie Marthe,Mrs,F,Cherbourg,2nd,23,Yes
606,Johannesen,Bernt Johannes,Mr,M,Southampton,3rd,29,Yes
607,Johanson,Jakob Alfred,Mr,M,Southampton,3rd,34,No
608,Johansson,Gustaf Joel,Mr,M,Southampton,3rd,33,No
609,Johansson,Karl Johan,Mr,M,Southampton,3rd,31,No
610,Johansson,Nils,Mr,M,Southampton,3rd,29,No
611,Johansson,Erik,Mr,M,Southampton,3rd,22,No
612,Johansson Palmquist,Oskar Leander,Mr,M,Southampton,3rd,26,Yes
613,Johnson,August,Mr,M,Southampton,3rd,49,No
614,Johnson,Malkolm Joackim,Mr,M,Southampton,3rd,33,No
615,Johnson,Elisabeth Vilhelmina,Mrs,F,Southampton,3rd,26,Yes
616,Johnson,William Cahoone Jr.,Mr,M,Southampton,3rd,19,No
617,Johnson,Harold Theodor,Master,M,Southampton,3rd,4,Yes
618,Johnson,Eleanor Ileen,Miss,F,Southampton,3rd,1,Yes
619,Johnston,Eliza,Mrs,F,Southampton,3rd,36,No
620,Johnston,Andrew Emslie,Mr,M,Southampton,3rd,35,No
621,Johnston,William Andrew,Master,M,Southampton,3rd,8,No
622,Johnston,Catherine Nellie,Miss,F,Southampton,3rd,7,No
623,Jones,Charles Cresson,Mr,M,Southampton,1st,46,No
624,Jonkoff,Lalio,Mr,M,Southampton,3rd,23,No
625,Jonsson,Carl,Mr,M,Southampton,3rd,25,Yes
626,Jönsson,Nils Hilding,Mr,M,Southampton,3rd,27,No
627,Joseph (Shahin),Elias,Mr,M,Cherbourg,3rd,39,No
628,Julian,Henry Forbes,Mr,M,Southampton,1st,50,No
629,Jussila,Eiriik,Mr,M,Southampton,3rd,32,Yes
630,Jussila,Mari Aina,Miss,F,Southampton,3rd,21,No
631,Jussila,Katriina,Miss,F,Southampton,3rd,20,No
632,Kallio,Nikolai Erland,Mr,M,Southampton,3rd,17,No
633,Kalvik,Johannes Halvorsen,Mr,M,Southampton,3rd,21,No
634,Kantor,Sinai,Mr,M,Southampton,2nd,34,No
635,Kantor,Miriam,Mrs,F,Southampton,2nd,24,Yes
636,Karajic,Milan,Mr,M,Southampton,3rd,30,No
637,Karlsson,Julius Konrad Eugen,Mr,M,Southampton,3rd,33,No
638,Karlsson,Nils August,Mr,M,Southampton,3rd,22,No
639,Karlsson,Einar Gervasius,Mr,M,Southampton,3rd,21,Yes
640,Karnes,Claire,Mrs,F,Southampton,2nd,28,No
641,Karun,Franz,Mr,M,Cherbourg,3rd,39,Yes
642,Karun,Manca,Miss,F,Cherbourg,3rd,4,Yes
643,Katavelos,Vasilios G.,Mr,M,Cherbourg,3rd,19,No
644,Keane,Nora Agnes,Miss,F,Queenstown,2nd,46,Yes
645,Keane,Daniel,Mr,M,Queenstown,2nd,35,No
646,Keane,Andrew,Mr,M,Queenstown,3rd,23,No
647,Keefe,Arthur,Mr,M,Southampton,3rd,39,No
648,Keeping,Edwin Herbert (Manservant to & s Widener),Mr,M,Southampton,1st,33,No
649,Kelly,Fanny Maria,Mrs,F,Southampton,2nd,45,Yes
650,Kelly,James,Mr,M,Queenstown,3rd,44,No
651,Kelly,Mary,Miss,F,Queenstown,3rd,22,Yes
652,Kelly,Anna Katherine,Miss,F,Queenstown,3rd,20,Yes
653,Kelly,James,Mr,M,Southampton,3rd,19,No
654,Kennedy,John,Mr,M,Queenstown,3rd,24,No
655,Kent,Edward Austin,Mr,M,Cherbourg,1st,58,No
656,Kenyon,Frederick Roland,Mr,M,Southampton,1st,41,No
657,Kenyon,Marion Estelle,Mrs,F,Southampton,1st,40,Yes
658,Khalil,Betros,Mr,M,Cherbourg,3rd,25,No
659,Khalil,Zahie,Mrs,F,Cherbourg,3rd,20,No
660,Kiernan,John Joseph,Mr,M,Queenstown,3rd,25,No
661,Kiernan,Philip,Mr,M,Queenstown,3rd,22,No
662,Kilgannon,Thomas,Mr,M,Queenstown,3rd,22,No
663,Kimball,Susan Gertrude,Mrs,F,Southampton,1st,45,Yes
664,Kimball,Edwin Nelson Jr.,Mr,M,Southampton,1st,42,Yes
665,Kink,Anton,Mr,M,Southampton,3rd,29,Yes
666,Kink,Vincenz,Mr,M,Southampton,3rd,26,No
667,Kink,Maria,Miss,F,Southampton,3rd,22,No
668,Kink-Heilmann,Luise,Mrs,F,Southampton,3rd,26,Yes
669,Kink-Heilmann,Luise Gretchen,Miss,F,Southampton,3rd,4,Yes
670,Kirkland,Charles Leonard,Father,M,Queenstown,2nd,52,No
671,Klaber,Herman,Mr,M,Southampton,1st,41,No
672,Klasén,Hulda Kristina Eugenia,Mrs,F,Southampton,3rd,36,No
673,Klasén,Klas Albin,Mr,M,Southampton,3rd,18,No
674,Klasén,Gertrud Emilia,Miss,F,Southampton,3rd,1,No
675,Knight,Robert,Mr,M,Belfast,2nd,39,No
676,Kraeff,Theodor,Mr,M,Cherbourg,3rd,,No
677,Krekorian,Neshan,Mr,M,Cherbourg,3rd,25,Yes
678,Kreuchen,Emilie (Maid to Mrs Edward Scott Robert),Miss,F,Southampton,1st,29,Yes
679,Krins,Georges Alexandre,Mr,M,Southampton,2nd,23,No
680,Kutscher (Lithman),Simon,Mr,M,Southampton,3rd,26,No
681,Kvillner,Johan Henrik Johannesson,Mr,M,Southampton,2nd,31,No
682,Lahhud Ishaq Mu’Awwad,Sark is,Mr,M,Cherbourg,3rd,30,No
683,Lahtinen,William,Father,M,Southampton,2nd,35,No
684,Lahtinen,Anna Amelia,Mrs,F,Southampton,2nd,34,No
685,Laitinen,Kristina Sofia,Miss,F,Southampton,3rd,37,No
686,Lam,Ali,Mr,M,Southampton,3rd,38,Yes
687,Lam,Len,Mr,M,Southampton,3rd,23,No
688,Lamb,John J.,Mr,M,Queenstown,2nd,30,No
689,Landergren,Aurora Adelia,Miss,F,Southampton,3rd,22,Yes
690,Lane,Patrick,Mr,M,Queenstown,3rd,16,No
691,Lang,Fang,Mr,M,Southampton,3rd,32,Yes
692,Laroche,Joseph Philippe Lemercier,Mr,M,Cherbourg,2nd,25,No
693,Laroche,Juliette Marie Louise,Mrs,F,Cherbourg,2nd,22,Yes
694,Laroche,Simonne Marie Anne Andrée,Miss,F,Cherbourg,2nd,3,Yes
695,Laroche,Louise,Miss,F,Cherbourg,2nd,1,Yes
696,Larsson,August Viktor,Mr,M,Southampton,3rd,29,No
697,Larsson,Bengt Edvin,Mr,M,Southampton,3rd,29,No
698,Larsson,Edvard,Mr,M,Southampton,3rd,22,No
699,Leader,Alice May,Dr,F,Southampton,1st,49,Yes
700,Lefebvre,Frances Marie,Mrs,F,Southampton,3rd,40,No
701,Lefebvre,Mathilde,Miss,F,Southampton,3rd,12,No
702,Lefebvre,Jeannie,Miss,F,Southampton,3rd,8,No
703,Lefebvre,Henry,Master,M,Southampton,3rd,5,No
704,Lefebvre,Ida,Miss,F,Southampton,3rd,3,No
705,Lehmann,Bertha,Miss,F,Cherbourg,2nd,17,Yes
706,Leinonen,Antti Gustaf,Mr,M,Southampton,3rd,32,No
707,Leitch,Jessie Wills,Miss,F,Southampton,2nd,31,Yes
708,Lemore,Amelia,Mrs,F,Southampton,2nd,46,Yes
709,Lennon,Denis,Mr,M,Queenstown,3rd,20,No
710,Leroy,Berthe (Maid to Mrs Walter Donald Douglas),Miss,F,Cherbourg,1st,27,Yes
711,Lester,James,Mr,M,Southampton,3rd,26,No
712,Lesueur,Gustave J. (Manservant to Thomas Cardeza),Mr,M,Cherbourg,1st,35,Yes
713,Lévy,René Jacques,Mr,M,Southampton,2nd,36,No
714,Lewy,Ervin G.,Mr,M,Cherbourg,1st,30,No
715,Leyson,Robert William Norman,Mr,M,Southampton,2nd,25,No
716,Lievens,René Aimé,Mr,M,Southampton,3rd,24,No
717,Lindahl,Agda Thorilda Viktoria,Miss,F,Southampton,3rd,25,No
718,Lindblom,Augusta Charlotta,Miss,F,Southampton,3rd,45,No
719,Lindeberg-Lind,Erik Gustaf,Mr,M,Southampton,1st,42,No
720,Lindell,Edvard Bengtsson,Mr,M,Southampton,3rd,36,Yes
721,Lindell,Elin Gerda,Mrs,F,Southampton,3rd,30,Yes
722,Lindqvist,Eino William,Mr,M,Southampton,3rd,20,Yes
723,Lindström,Sigrid,Mrs,F,Cherbourg,1st,55,Yes
724,Linehan,Michael,Mr,M,Queenstown,3rd,21,No
725,Lines,Elizabeth Lindsey,Mrs,F,Cherbourg,1st,50,Yes
726,Lines,Mary Conover,Miss,F,Cherbourg,1st,16,Yes
727,Ling,Lee,Mr,M,Southampton,3rd,28,No
728,Lingane,John,Mr,M,Queenstown,2nd,61,No
729,Linhart,Wenzel,Mr,M,Southampton,3rd,27,No
730,Livshin,David,Mr,M,Southampton,3rd,25,Yes
731,Lobb,William Arthur,Mr,M,Southampton,3rd,30,No
732,Lobb,Cordelia K.,Mrs,F,Southampton,3rd,26,No
733,Lockyer,Edward Thomas,Mr,M,Southampton,3rd,19,No
734,Long,Milton Clyde,Mr,M,Southampton,1st,29,No
735,Longley,Gretchen Fiske,Miss,F,Cherbourg,1st,21,Yes
736,Loring,Joseph Holland,Mr,M,Southampton,1st,30,No
737,Louch,Charles,Mr,M,Southampton,2nd,50,No
738,Louch,Alice Adelaide,Mrs,F,Southampton,2nd,42,No
739,Lovell,John Hall,Mr,M,Southampton,3rd,20,No
740,Lulic,Nikola,Mr,M,Southampton,3rd,29,Yes
741,Lundahl,Johan Svensson,Mr,M,Southampton,3rd,51,No
742,Lundin,Olga Elida,Miss,F,Southampton,3rd,23,Yes
743,Lundström,Thure Edvin,Mr,M,Southampton,3rd,32,Yes
744,Lurette,Eugénie Elise (Maid to Mr & Mrs Spencer),Miss,F,Cherbourg,1st,59,Yes
745,Lymperopoulus,Panagiotis K.,Mr,M,Cherbourg,3rd,30,No
746,Lyntakoff,Stanko,Mr,M,Southampton,3rd,44,No
747,Mack,Mary,Mrs,F,Southampton,2nd,57,No
748,Mackay,George William,Mr,M,Southampton,3rd,20,No
749,Madigan,Margaret,Miss,F,Queenstown,3rd,21,Yes
750,Madill,Georgette Alexandra,Miss,F,Southampton,1st,16,Yes
751,Madsen,Fridtjof Arne,Mr,M,Southampton,3rd,24,Yes
752,Mäenpää,Matti Alexanteri,Mr,M,Southampton,3rd,22,No
753,Maguire,John Edward,Mr,M,Southampton,1st,30,No
754,Mahon,Bridget Delia,Miss,F,Queenstown,3rd,20,No
755,Maioni,Roberta Elizabeth Mary (Maid to the Countess of Rothes),Miss,F,Southampton,1st,19,Yes
756,Maisner,Simon,Mr,M,Southampton,3rd,34,No
757,Mäkinen,Kalle Edvard,Mr,M,Southampton,3rd,29,No
758,Malachard,Jean-Noël,Mr,M,Cherbourg,2nd,25,No
759,Mallet,Albert Denis Pierre,Mr,M,Cherbourg,2nd,45,No
760,Mallet,Antonine Marie,Mrs,F,Cherbourg,2nd,24,Yes
761,Mallet,André Clement,Master,M,Cherbourg,2nd,1,Yes
762,Mama,Hanna Mika’ il,Mr,M,Cherbourg,3rd,18,Yes
763,Mangan,Mary,Miss,F,Queenstown,3rd,32,No
764,Mangiavacchi,Serafino Emilio,Mr,M,Cherbourg,2nd,30,No
765,Mannion,Margaret,Miss,F,Queenstown,3rd,28,Yes
766,Mardirosian,Sarkis,Mr,M,Cherbourg,3rd,25,No
767,Maréchal,Pierre,Mr,M,Cherbourg,1st,29,Yes
768,Marinko,Dmitri,Mr,M,Southampton,3rd,23,No
769,Markoff,Marin,Mr,M,Southampton,3rd,35,No
770,Markun,Johann,Mr,M,Cherbourg,3rd,33,No
771,Marvin,Daniel Warner,Mr,M,Southampton,1st,18,No
772,Marvin,Mary Graham Carmichael,Mrs,F,Southampton,1st,18,Yes
773,Matinoff,Nicola,Mr,M,Cherbourg,3rd,30,No
774,Matthews,William John,Mr,M,Southampton,2nd,23,No
775,Maybery,Frank Hubert,Mr,M,Southampton,2nd,36,No
776,Mayné,Berthe Antonine,Mlle,F,Cherbourg,1st,24,Yes
777,McCaffry,Thomas Francis,Mr,M,Southampton,1st,46,No
778,McCarthy,Timothy J.,Mr,M,Southampton,1st,54,No
779,McCarthy,Catherine,Miss,F,Queenstown,3rd,24,Yes
780,McCormack,Thomas Joseph,Mr,M,Queenstown,3rd,19,No
781,McCoy,Agnes,Miss,F,Queenstown,3rd,29,Yes
782,McCoy,Alice,Miss,F,Queenstown,3rd,26,Yes
783,McCoy,Bernard,Mr,M,Queenstown,3rd,24,Yes
784,McCrae,Arthur Gordon,Mr,M,Southampton,2nd,32,No
785,McCrie,James Matthew,Mr,M,Southampton,2nd,32,No
786,McDermott,Bridget Delia,Miss,F,Queenstown,3rd,31,Yes
787,McEvoy,Michael,Mr,M,Queenstown,3rd,19,No
788,McGough,James Robert,Mr,M,Southampton,1st,35,Yes
789,McGovern,Mary,Ms,F,Queenstown,3rd,22,Yes
790,McGowan,Catherine,Miss,F,Queenstown,3rd,42,No
791,McGowan,Anna Louise,Miss,F,Queenstown,3rd,17,No
792,McKane,Peter Daniel,Mr,M,Southampton,2nd,46,No
793,McMahon,Martin,Mr,M,Queenstown,3rd,19,No
794,McNamee,Neal,Mr,M,Southampton,3rd,27,No
795,McNamee,Eileen,Mrs,F,Southampton,3rd,19,No
796,McNeill,Bridget,Miss,F,Queenstown,3rd,32,No
797,Meanwell,Marian,Mrs,F,Southampton,3rd,62,No
798,Meehan,John,Mr,M,Queenstown,3rd,22,No
