species,island,sex,year,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g
Gentoo,Dream,male,2008,49.37445062,16.099386423593096,218.97442841669002,5134.218187487549
Adelie,Dream,male,2007,37.93243411618181,17.500777285978696,189.79976156022215,3542.6979762215487
Adelie,Dream,male,2009,47.606280010970735,14.89879170626945,199.12424885855498,3538.6266055276446
Gentoo,Dream,female,2009,35.35041038769918,15.428174095019896,201.55604829752167,3969.8514319739734
Adelie,Dream,male,2009,45.988716477430366,18.900550242665663,186.80333814985485,4232.535101300142
Adelie,Biscoe,male,2008,40.34852153088677,19.046901253176546,191.87174020570444,3411.206052090654
Gentoo,Dream,male,2009,48.64062821761124,15.06706006617227,199.0528871865234,3920.8335276661664
Adelie,Dream,male,2008,51.02723572266566,13.26207329675845,220.80292803236875,5505.419070890468
Adelie,Biscoe,male,2008,48.57545225337059,18.23572332190026,205.33993525698068,4364.3096969010585
Gentoo,Torgersen,male,2008,39.652731315798576,19.047673710418383,185.66150634157364,3394.828245612631
Gentoo,Biscoe,female,2007,48.00470826048403,16.643552833468323,216.90351857244912,5642.331391436841
Adelie,Biscoe,female,2008,48.86118159459934,19.020509909493732,210.63946795997592,5009.687023
Chinstrap,Biscoe,female,2008,37.49423373,18.035627727007697,179.85657015312424,2984.364461677177
Gentoo,Biscoe,male,2009,52.22760957928697,18.28839402,213.99445423724995,4880.882897663806
Gentoo,Torgersen,female,2009,30.82143155610286,19.797539202472194,186.94392550711478,3294.209715894234
Chinstrap,Torgersen,female,2008,50.11980554201116,16.820716550229896,208.86448022109337,4736.403750749543
Adelie,Biscoe,male,2009,36.65297283589438,15.62304134865617,193.71392060708249,4053.930302522409
Adelie,Biscoe,female,2008,47.17605385457041,19.5198427,203.98290971119695,4941.9101276859965
Gentoo,Biscoe,female,2007,43.972566812793396,15.235633504045468,218.98301382151914,4877.838319522032
Chinstrap,Dream,male,2007,43.92997034703709,16.871541321218615,191.85441354442972,3573.351832882289
Gentoo,Torgersen,male,2009,43.47902701968936,14.120089490184968,211.69365774837377,4919.839294142073
Adelie,Dream,female,2009,55.147069095621816,18.497098701724724,207.8636222228104,4726.431833690463
Chinstrap,Dream,male,2009,40.817723690300966,15.826288991625528,201.7729928445075,3720.084765400523
Gentoo,Biscoe,male,2008,44.91230910954365,16.496150137762264,201.9940567036747,4184.145629736672
Adelie,Dream,female,2007,50.79059867860191,22.49994225465666,177.83064499167887,2809.334059616487
Adelie,Biscoe,female,2007,40.131582601966336,15.478807769827599,200.5285219371396,3873.653788688322
Adelie,Dream,female,2007,45.48053402,15.053227086778215,203.4029393331037,4225.668059559198
Adelie,Biscoe,male,2008,36.777899106587874,15.939768743416119,195.22419184322507,3854.9301667745112
Gentoo,Biscoe,female,2008,47.061872681996576,15.895619495394175,214.74542078120257,4751.791893587108
Adelie,Torgersen,female,2008,35.25468467913281,20.793180294088195,165.46390988384414,1875.3327889287239
Adelie,Dream,male,2007,48.47800476010376,18.591267481185895,197.5867755068299,4734.673181662202
Chinstrap,Biscoe,male,2007,49.545011076154296,16.084449708452908,214.44532888570876,4539.544060160604
Adelie,Torgersen,female,2007,45.00500520070545,20.903120237997513,187.07083112778759,3417.845652678964
Gentoo,Biscoe,male,2009,48.394466492554194,17.413144501924986,207.99604031900498,4145.999358658803
Adelie,Biscoe,female,2009,42.02605425689882,13.914701378193456,208.5920451826058,4734.749193155988
Gentoo,Biscoe,male,2007,47.32604473597518,14.774508168302543,217.2148477274192,5018.208029146772
Adelie,Dream,female,2007,54.07403843379781,17.40907905205256,205.4021265725543,4341.124395393227
Adelie,Biscoe,male,2009,47.42264787,16.860285651801043,205.83218338294128,4241.180835019385
Adelie,Torgersen,male,2008,48.10568817365413,19.464067175188756,214.9094781440694,4864.344647849312
Adelie,Torgersen,male,2007,35.04357065347851,18.364779337868917,182.5823238,3181.056976378624
Chinstrap,Torgersen,female,2007,43.34829821049541,19.925424021737843,183.49917660085276,3376.8551848776688
Adelie,Dream,male,2007,42.69529387883835,13.943455429882595,216.97051653982876,5184.003022896508
Chinstrap,Dream,male,2007,48.718304504266975,17.847815926251723,219.1756107162497,5235.720394967193
Chinstrap,Dream,male,2008,44.14079974,15.569007673200549,196.59351152604705,4255.714749829098
Adelie,Biscoe,male,2007,41.121080049964455,15.23389083,197.04396539924784,4009.472518952007
Adelie,Dream,male,2009,42.13812925844066,15.234648521274329,195.97144802855578,3967.9509626432996
Adelie,Biscoe,female,2008,54.360206488797985,17.388916795854463,211.36765783497043,5368.046803302336
Chinstrap,Dream,male,2008,54.78586380068146,14.128428582930614,223.04096222870248,5082.401037285205
Adelie,Torgersen,male,2009,40.93108890409275,19.795725771949222,215.95409085093772,5021.613295313684
Gentoo,Torgersen,female,2009,40.664039042296345,16.761040040429684,187.10207195916595,3780.4970121781075
Chinstrap,Biscoe,male,2008,50.89540499980491,16.145308459533528,201.37244596733396,4514.1829117185935
Adelie,Dream,female,2009,45.211374860734104,19.300100220105822,205.50689298118905,4499.159290938922
Adelie,Biscoe,male,2008,52.37642356356372,18.340658735919998,204.00314876033937,4816.554012840263
Gentoo,Dream,female,2009,50.64452614,17.604617764760235,207.1797742296268,3801.1910772738684
Adelie,Biscoe,male,2009,31.79053747774659,20.389597796596988,167.3985596371013,1930.2163922520326
Adelie,Dream,female,2008,49.02776237740472,17.95676243050942,192.2195215,4280.346006924705
Chinstrap,Dream,female,2008,40.88547030241371,18.51615507793021,189.5873732791815,3192.354274
Adelie,Biscoe,female,2007,36.88690140952633,17.693585844027375,191.25224513006762,3044.4694340468122
Gentoo,Biscoe,male,2008,45.69176871701493,17.345784444652605,199.44706738195438,4565.143643578215
Gentoo,Dream,male,2007,34.61128706030449,21.261165011925375,164.61165809494793,2828.100639543881
Adelie,Biscoe,male,2007,42.16599714808703,18.047801796788434,171.0649727612383,3577.177191308769
Adelie,Torgersen,male,2009,37.08279695127896,17.72732240342555,199.89626702225917,4395.6472257080995
Gentoo,Biscoe,male,2009,49.070742442390646,15.32493997237702,196.8669078282395,4471.460711206805
Chinstrap,Dream,male,2007,38.19654931152661,16.119266137748124,186.3936874441056,3786.9570415179683
Chinstrap,Biscoe,male,2009,49.61916618642321,13.642097782608907,229.2308370209851,5356.894478927882
Adelie,Biscoe,male,2009,44.011780990159174,17.719077011545085,212.2560341418562,4971.790633246925
Adelie,Biscoe,female,2008,51.22267787321119,15.30346320124607,224.53436532930888,5374.30595
Chinstrap,Biscoe,female,2009,35.44791635052181,14.914893872807774,198.93832969040562,3760.0276350482313
Gentoo,Biscoe,female,2009,42.308465805825186,19.026782652051594,195.47329521501672,3934.516716912585
Adelie,Biscoe,female,2009,46.215098138230154,17.218619115357974,205.61499233385697,4229.588463913351
Adelie,Dream,male,2007,55.69356982606733,17.382534756236275,208.79363838499256,4704.932891965192
Chinstrap,Torgersen,female,2009,48.184965133152225,16.846003883056785,203.31992900029144,4884.838107
Adelie,Torgersen,male,2008,45.15237168459827,14.956680209038769,218.9499045332876,5429.6593764491645
Adelie,Dream,male,2008,40.30479902164183,17.769946790087165,191.11604724137217,3971.6745357235172
Adelie,Dream,male,2007,41.51588947788158,18.69605807646456,188.52865885123362,3215.6169938490825
Gentoo,Dream,male,2008,48.02562606025363,14.916208071984578,207.02131694885628,4615.701528549243
Adelie,Dream,female,2009,44.50127634711175,12.72361456999571,188.32317123256303,3045.755569878557
Adelie,Torgersen,male,2009,41.75187233069592,13.752258047294466,222.23762562718673,5641.704272
Gentoo,Dream,female,2008,47.61182135772515,20.428153104160362,204.40873555922266,4486.546703245855
Chinstrap,Dream,female,2007,45.40939733,17.909351537147344,187.6827259,3941.209382452294
Adelie,Dream,male,2007,43.48366221421043,17.359549237611468,190.78852171070784,3769.0024056878465
Adelie,Dream,male,2008,32.938787493011205,19.87154531724131,187.22912137660822,3446.6689898685445
Gentoo,Biscoe,female,2008,27.767787846089817,18.19570648778944,190.15040916284588,4076.9213750243543
Adelie,Torgersen,female,2007,42.274145256874974,16.978991174838022,196.5052365512042,4121.266446968811
Adelie,Dream,female,2008,45.31037304,13.22672015444021,203.11035719830494,3975.3903531459114
Adelie,Torgersen,female,2007,53.27861283863853,17.742972332450968,208.56623278364407,3895.846698201961
Adelie,Dream,female,2008,51.81172802222561,15.902505709159195,207.63369441352526,4692.731419132317
Adelie,Biscoe,female,2007,40.636766058624914,17.651251927834377,192.07946116604114,3075.1984067829303
Adelie,Dream,male,2007,40.66507244946972,16.580783547570157,213.24973100426237,4841.184205166974
Adelie,Dream,male,2009,46.74998215179685,16.40940138841041,196.91969125196152,4022.6979013397267
Adelie,Biscoe,female,2007,39.49342907044809,17.240718350153355,201.6362183992565,4438.879126569533
Adelie,Torgersen,male,2007,41.39890252625006,16.04956342129411,189.30981354387825,3690.077282530805
Adelie,Torgersen,male,2007,44.59637147578063,15.558022857518221,192.81271350681203,3695.0259757331487
Chinstrap,Biscoe,female,2007,39.79654765178795,15.500335595573004,191.40864265715544,3963.5894537945455
Adelie,Biscoe,female,2007,41.869053028949416,17.837391474567156,184.53775511716293,3745.8627307610254
Gentoo,Biscoe,female,2007,38.54069078794574,17.81077186291853,194.3528963881793,4226.192795935369
Adelie,Biscoe,female,2009,42.81481323,13.738938104849934,210.91214204427945,5331.086560350213
Chinstrap,Dream,male,2008,41.11900606,16.400891453506205,214.54633882421646,4939.399728795664
Chinstrap,Dream,male,2009,36.44073632036347,17.067048410284396,190.90177165649266,3610.8690685860915
Gentoo,Torgersen,male,2009,40.75837153840542,18.404956506334106,191.8789045429247,4030.1794290437592
Gentoo,Biscoe,female,2009,45.65866171546354,14.521444724149546,212.71947057166588,4437.685718
Adelie,Dream,male,2009,39.349612084008626,18.565038901303627,185.16598016833797,3689.2064511923472
Gentoo,Dream,female,2009,37.75305603,16.36098878898648,188.24329693922576,3089.2165059461913
Gentoo,Biscoe,female,2008,49.89871892232488,14.821450058089312,219.66669691747947,4454.634535102142
Adelie,Biscoe,male,2007,51.72069003807084,18.23766203,212.48672739875423,4899.384101880818
Gentoo,Dream,male,2009,38.31633447318381,14.96706565743406,211.8696265765728,4599.287517404425
Adelie,Torgersen,male,2009,46.24840474,18.79460265624814,196.64247768044032,4108.977976179807
Gentoo,Biscoe,female,2007,41.03155218146273,15.130943377831825,211.43779846520144,3954.5861391046474
Chinstrap,Dream,male,2008,39.468292505303246,22.08047765,187.42795364526793,3616.2428312776415
Adelie,Biscoe,male,2008,50.90015758086069,19.01524337172318,192.56434854106672,3712.409542453348
Gentoo,Biscoe,male,2008,38.02325335344505,17.31437930123573,189.04244797042858,3746.892574839294
Gentoo,Biscoe,female,2009,37.71026147366301,18.245517193636154,190.3082931586587,3301.7763138080354
Adelie,Biscoe,female,2007,42.31497206551679,16.530015438504993,217.97849433523393,5202.664463335479
Gentoo,Biscoe,male,2008,39.948705509376715,17.187664993304217,197.40570971243298,4466.020849749969
Adelie,Biscoe,male,2008,52.06124298601565,13.29724855042407,222.96909829586303,5416.456748116816
Adelie,Dream,female,2009,48.22732316716045,18.98026780655795,179.69856545231244,3263.160539304226
Gentoo,Biscoe,female,2009,42.94173258957597,18.978347397550962,188.0357494340364,3782.629995577681
Gentoo,Dream,male,2007,40.802432927449836,20.30154133678447,180.95564940757242,3319.845035450963
Adelie,Dream,male,2009,43.48707423952155,16.807144186215876,191.50578335585342,3729.6066797861426
Gentoo,Dream,female,2007,51.25696538,17.525327686489568,208.49317759928064,4661.131010952093
Chinstrap,Dream,female,2007,51.42577680870754,16.372700307674975,223.24364650966385,5322.769361723098
Gentoo,Biscoe,female,2008,42.72603531057287,16.373330128521868,209.92442900135418,4293.154136995964
Gentoo,Biscoe,female,2009,38.049626010869055,15.577077900290043,202.4564428585576,3902.7470505270335
Gentoo,Biscoe,male,2009,54.3794459,19.15555095385033,205.46268381936437,4242.629046994575
Adelie,Dream,female,2009,41.50857987506636,16.32871210590986,195.2271891367706,3986.5359793651032
Adelie,Dream,female,2007,54.77064311906689,14.063764318346603,223.90882559810265,4539.661455562532
Gentoo,Torgersen,female,2009,44.314531969742205,17.24887046483964,209.74405104577758,4487.361793655474
Adelie,Biscoe,male,2007,43.362729879949015,17.66280528794483,221.40996632879242,5243.207691342818
Adelie,Biscoe,male,2007,55.88229684397847,14.98172305602129,220.62385815907612,5674.771422
Adelie,Dream,male,2007,37.03520293713745,17.4180027,203.60181064427164,4165.633917471625
Adelie,Dream,male,2009,40.39083828726609,15.23466944895678,205.43852573357438,4999.034568910224
Adelie,Biscoe,male,2007,45.518098817707816,15.01087764600571,208.85073533230226,4434.835628
Adelie,Biscoe,male,2007,42.29817231987742,14.168215685041437,218.2273147417806,4701.797066468013
Adelie,Dream,male,2009,31.068595406993197,20.83803681198308,171.71733427704834,3059.5614147519973
Chinstrap,Biscoe,male,2008,45.88235565220486,17.524961389499385,196.53495914188068,4541.027999524995
Gentoo,Torgersen,male,2008,37.31522861209093,16.74922702145174,200.4356321268116,3648.7377008228054
Adelie,Biscoe,male,2009,33.130191546219116,19.091451216234056,193.47012240519246,3825.2980762723796
Adelie,Torgersen,male,2008,49.04912753634057,17.229514450450104,192.3246993403167,3799.0029518499487
Adelie,Biscoe,female,2008,50.64471037,18.10496487951428,195.33999404383192,3565.5366556128165
Gentoo,Dream,female,2009,37.24033239228326,16.466492898194236,180.14104101819908,3888.366043664045
Gentoo,Biscoe,female,2009,45.535446764984584,15.072799629071294,222.58120635312136,4983.868741401356
Gentoo,Dream,female,2008,46.28789101358178,13.708601601206858,218.2576704652062,5313.039898588603
Gentoo,Dream,male,2009,40.632894675928625,18.258615928082296,201.7275791967834,4039.121621903399
Chinstrap,Biscoe,male,2009,33.81492493085847,15.91724772220127,194.10362300951041,4282.445672620222
Gentoo,Dream,male,2009,39.885264063528126,18.803016104447504,196.6917599843626,3782.253831659845
Gentoo,Dream,female,2009,55.44269173143027,15.287816442243297,227.49450250751775,6152.312162093242
Adelie,Biscoe,female,2009,46.74362609708163,18.603572488460305,197.63617699455054,4124.534421540574
Adelie,Dream,male,2009,38.218393618489834,19.921114066212038,188.9881568760445,3400.791704098978
Adelie,Biscoe,female,2009,41.90918711223875,16.34011388196433,184.42584130112348,3321.3176998347135
Adelie,Torgersen,male,2008,42.10879506197553,17.747359408810187,190.7734343703771,3523.851799584926
Adelie,Torgersen,male,2009,48.18239978337919,18.895205933844586,207.27650524816715,4047.9763918442595
Chinstrap,Biscoe,male,2009,41.23989288794184,16.06671443293629,208.77649533955815,4671.255156117405
Adelie,Dream,male,2009,33.68598016335808,16.011241648196865,181.4301962732864,3229.4030515728555
Adelie,Biscoe,female,2007,49.14851607090833,18.16904228013326,210.29013409241313,4562.504700805987
Adelie,Dream,female,2007,48.764843297644596,17.58622299075118,209.7465897236227,4743.521349409697
Adelie,Biscoe,male,2007,42.08150623247908,15.635740687992493,205.28102377439166,4435.015761
Adelie,Dream,female,2007,38.54738460618194,18.155883975839156,185.81695115795577,3507.3303525800966
Chinstrap,Dream,male,2008,53.53128223717205,16.32060088061866,226.25803058952184,5794.799754722786
Adelie,Biscoe,male,2007,43.96630494423863,13.584708004255006,212.42766481706988,4939.395136852077
Gentoo,Biscoe,female,2008,43.771688739754154,18.77635336528921,199.13813989213736,4463.246841203059
Gentoo,Biscoe,male,2007,50.78405276944838,14.354127525909607,224.0722914588214,6095.367926891883
Chinstrap,Biscoe,male,2008,43.66473056383464,18.121928715426026,192.03621640563475,3630.1945385700387
Adelie,Dream,female,2009,37.66231658784609,15.464573406192702,200.60031286366188,3878.2943695498025
Gentoo,Biscoe,male,2007,49.188608730114304,16.83603352246476,207.30032443857274,4538.325623981025
Adelie,Dream,female,2008,51.02000923520164,15.111175269575876,217.95972874861062,5477.964545085555
Adelie,Torgersen,female,2009,49.11917497242647,17.77109023898894,219.25472901725936,5255.451068924893
Adelie,Dream,male,2009,45.50089947,18.476576122701548,191.29453600292626,4059.5732091639816
Gentoo,Biscoe,male,2008,39.61514954939527,18.960182217859185,194.66075727095543,3527.5956922606733
Adelie,Dream,female,2009,47.192225470612435,20.726912272260144,187.30942445104577,3154.626174816144
Adelie,Dream,male,2007,48.606362705906854,16.39045225696806,216.52478146523086,5238.715983310156
Adelie,Biscoe,female,2009,54.84268418077737,15.505336409133763,214.79530530922668,5148.297544013534
Adelie,Dream,male,2008,47.88943458348046,17.554834871167433,198.7856663805838,4289.196309883269
Gentoo,Biscoe,female,2009,50.57699989827158,17.349590170121445,214.37644030756283,4373.728028930212
Adelie,Biscoe,female,2008,35.81591950650107,20.515598864608716,169.35451068945224,2418.923709220934
Chinstrap,Biscoe,female,2009,42.58328195515332,18.690076256326055,198.08281701007198,4662.479123294312
Adelie,Biscoe,male,2008,36.97822766464286,17.290920485372833,186.87428370771346,3224.1417935704703
Adelie,Dream,female,2008,43.21112881965683,17.82555808672457,196.26443012688728,4787.961269686434
Adelie,Biscoe,male,2009,40.241456910515254,17.763703434160387,197.03175288410472,4011.6713561950623
Gentoo,Biscoe,male,2007,33.90937209032165,16.754650263622235,196.04904719629405,3824.186456608815
Gentoo,Biscoe,female,2009,57.33660324965471,17.202743308525704,221.1582050317749,5846.274311422172
Adelie,Dream,male,2007,48.872297516371006,15.177676010726605,199.80351445983146,4228.963348143315
Chinstrap,Dream,female,2008,38.85665718068685,15.684977719778399,194.70664150226452,3609.732510386667
Chinstrap,Biscoe,female,2007,48.18211903353192,15.939785461003288,217.2747505675826,5128.4589328356915
Adelie,Dream,male,2008,38.73488934569112,20.173162572807993,176.42311913536255,2882.716275130768
Adelie,Biscoe,male,2007,48.70032953333141,18.175614655958714,215.75162629782577,4404.613426418632
Gentoo,Dream,male,2009,40.99139881101106,16.055620988298735,204.21838300143557,4339.2799052780565
Gentoo,Dream,female,2009,40.456522022701805,18.728091478008185,186.48853235023068,3570.995076671664
Gentoo,Biscoe,male,2009,48.1419299,17.931896475467063,188.42268045132369,3711.4849470914082
Adelie,Dream,male,2009,52.42258729050788,15.580793975266133,213.27402228757913,5161.530742879111
Chinstrap,Dream,male,2008,45.40646057007465,17.737537171733745,205.46993631885948,4101.398905144583
Adelie,Dream,female,2007,48.10194664128207,17.63549316926831,195.04861677883434,3428.271638794053
Chinstrap,Dream,female,2008,52.83934677417622,15.801952052051357,220.23537414645773,4828.861793
Adelie,Biscoe,male,2009,52.007746883842294,19.74541898006671,200.14520964224118,3642.9733757521344
Adelie,Biscoe,male,2008,51.020371456717406,17.800862846905435,204.26488147591368,4370.6439345738345
Adelie,Dream,male,2007,48.03171862476344,13.379954532795484,209.83210825580713,5137.256229920776
Gentoo,Torgersen,female,2009,46.159152666598175,16.634789605987066,221.14757636642418,5857.588395516094
Adelie,Biscoe,male,2007,52.39577767763683,20.93447163022562,210.38616228584235,4256.077555377934
Gentoo,Biscoe,male,2008,42.795530012630316,19.033847538673836,196.9797196055603,4121.849012974383
Gentoo,Dream,male,2009,41.683815475571045,20.370558897288753,165.0713592059471,2489.275855167756
Adelie,Dream,male,2009,48.84359921846645,14.878264712361915,211.15924197549873,4750.216580451548
Adelie,Biscoe,male,2008,50.96759392,18.72899705838678,230.64640595140173,6148.581652245568
Chinstrap,Dream,male,2007,53.25099436402761,15.175780732604437,219.21078833344512,5931.679806492485
Adelie,Biscoe,female,2008,56.52988559132138,17.80651095137791,216.05292030458972,5693.222354168266
Chinstrap,Biscoe,female,2007,52.24558301880596,19.37261215587658,207.33392722459698,4734.580643
Chinstrap,Torgersen,female,2008,52.83048789709305,13.593646248865607,221.9901400196946,5687.611355541397
Chinstrap,Dream,male,2008,51.70597516987201,13.363678645549328,231.97747371450907,5304.763282357325
Chinstrap,Biscoe,male,2008,39.27288523889757,16.90993132354775,188.39097487737527,4139.2461477358165
Adelie,Dream,female,2009,52.98995529,17.09428982916908,206.47932660494178,4883.623673
Gentoo,Biscoe,male,2009,52.76491332069894,14.88642653588337,210.13354635570315,4189.681120473563
Adelie,Dream,male,2008,41.18665180614995,19.297415996584785,193.6235492883276,3532.8653537566565
Adelie,Biscoe,male,2009,46.77505401427618,14.484295763894016,188.98565154341262,3048.108390783617
