species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,year
Adelie,Dream,36.7,18.5,193,3500,female,2009
Adelie,Dream,38.3,19.1,189,3975,male,2008
Adelie,Dream,40.8,18.5,195,3875,male,2007
Adelie,Dream,40.8,18.4,195,3925,male,2007
Adelie,Dream,41.0,17.4,190,3900,male,2009
Adelie,Dream,40.8,18.8,184,3900,male,2007
Adelie,Dream,38.4,19.2,190,3925,male,2008
Adelie,Dream,40.7,18.5,195,3950,male,2007
Adelie,Dream,42.2,21.2,191,4125,male,2007
Adelie,Dream,36.2,19.4,190,3800,male,2008
Adelie,Dream,37.2,18.1,178,3875,male,2007
Adelie,Dream,41.3,17.5,190,3900,male,2009
Adelie,Dream,42.1,21.2,191,4150,male,2007
Adelie,Dream,36.3,19.6,190,3850,male,2008
Adelie,Dream,39.3,20.9,196,4150,male,2007
Adelie,Dream,39.5,18.8,189,4600,male,2007
Adelie,Dream,40.5,18.6,196,4375,male,2008
Adelie,Dream,38.9,20.0,190,3925,male,2007
Adelie,Dream,37.6,18.5,198,4475,male,2009
Adelie,Dream,37.5,18.4,199,4500,male,2009
Adelie,Dream,39.8,19.0,184,4700,male,2007
Adelie,Dream,37.7,18.5,199,4425,male,2009
Adelie,Dream,38.8,18.7,185,3625,male,2009
Adelie,Dream,39.6,18.1,186,4475,male,2008
Adelie,Dream,39.5,18.6,190,4275,male,2009
Adelie,Dream,39.6,19.0,184,4650,male,2007
Adelie,Dream,41.2,18.9,208,4325,male,2008
Adelie,Dream,39.5,18.1,186,4425,male,2008
Adelie,Dream,41.1,18.8,184,3900,male,2007
Adelie,Dream,41.1,19.0,182,3425,male,2007
Adelie,Dream,41.4,20.3,194,3550,male,2008
Adelie,Dream,37.1,18.1,178,3900,male,2007
Adelie,Dream,41.1,17.4,190,3925,male,2009
Adelie,Dream,40.5,17.2,188,3450,male,2009
Adelie,Dream,40.9,19.0,184,3900,male,2007
Adelie,Dream,39.6,17.8,193,4225,male,2009
Adelie,Dream,41.1,18.2,205,4300,male,2008
Adelie,Dream,39.6,17.8,193,4250,male,2009
Adelie,Dream,40.7,17.2,187,3500,male,2009
Adelie,Dream,40.3,18.5,196,4350,male,2008
Adelie,Dream,39.1,21.1,196,4200,male,2007
Adelie,Dream,41.0,18.1,205,4325,male,2008
Adelie,Dream,39.8,18.9,190,4600,male,2007
Adelie,Dream,41.3,18.6,201,4025,male,2009
Adelie,Dream,40.8,18.8,208,4325,male,2008
Adelie,Dream,40.8,18.9,208,4300,male,2008
Adelie,Dream,41.4,20.3,194,3600,male,2008
Adelie,Dream,40.6,17.2,187,3450,male,2009
Adelie,Dream,41.0,17.5,190,3875,male,2009
Adelie,Dream,40.8,18.9,184,3875,male,2007
Adelie,Dream,40.8,19.0,184,3900,male,2007
Adelie,Dream,41.3,20.3,194,3550,male,2008
Adelie,Dream,41.7,18.5,202,4000,male,2009
Adelie,Dream,43.7,19.6,196,4400,male,2007
Adelie,Dream,44.0,19.6,196,4450,male,2007
Adelie,Dream,37.3,18.4,199,4475,male,2009
Adelie,Dream,42.2,21.2,191,4125,male,2007
Adelie,Dream,37.2,18.1,178,3900,male,2007
Adelie,Dream,40.0,20.1,200,3950,male,2009
Adelie,Dream,39.6,18.8,190,4625,male,2007
Adelie,Dream,41.3,19.0,182,3400,male,2007
Adelie,Dream,40.5,17.1,190,3750,male,2009
Adelie,Dream,41.1,17.5,190,3875,male,2009
Adelie,Dream,41.0,18.2,205,4300,male,2008
Adelie,Dream,41.2,20.2,194,3525,male,2008
Adelie,Dream,37.7,18.1,193,3725,male,2009
Adelie,Dream,41.1,18.9,182,3425,male,2007
Adelie,Dream,42.4,21.2,191,4150,male,2007
Adelie,Dream,39.3,18.5,190,4275,male,2009
Adelie,Dream,39.3,18.1,186,4450,male,2008
Adelie,Dream,42.3,21.2,191,4150,male,2007
Adelie,Dream,42.3,21.1,191,4150,male,2007
Adelie,Dream,40.1,19.0,185,4650,male,2007
Adelie,Dream,40.9,18.9,208,4300,male,2008
Adelie,Dream,40.6,18.4,195,3950,male,2007
Adelie,Dream,42.5,21.2,192,4150,male,2007
Adelie,Dream,39.9,17.9,193,4275,male,2009
Adelie,Dream,40.3,18.6,195,4375,male,2008
Adelie,Dream,40.5,17.0,190,3700,male,2009
Adelie,Dream,41.2,18.5,201,4000,male,2009
Adelie,Dream,43.3,18.5,193,4075,male,2008
Adelie,Dream,38.8,19.9,190,3950,male,2007
Adelie,Dream,43.3,18.5,192,4125,male,2008
Adelie,Dream,41.1,17.3,190,3900,male,2009
Adelie,Dream,42.3,21.2,191,4150,male,2007
Adelie,Dream,41.3,19.0,182,3450,male,2007
Adelie,Dream,39.8,17.8,192,4275,male,2009
Adelie,Dream,39.0,18.7,184,3650,male,2009
Adelie,Dream,40.9,19.0,184,3900,male,2007
Adelie,Dream,40.3,18.5,196,4350,male,2008
Adelie,Dream,40.9,18.9,185,3875,male,2007
Adelie,Dream,43.0,18.5,192,4100,male,2008
Adelie,Dream,39.2,18.6,190,4275,male,2009
Adelie,Dream,40.9,18.8,208,4275,male,2008
Adelie,Dream,37.9,18.1,193,3725,male,2009
Adelie,Dream,38.9,20.0,190,3950,male,2007
Adelie,Dream,40.9,17.3,187,3475,male,2009
Adelie,Dream,40.6,17.1,190,3725,male,2009
Adelie,Dream,40.5,17.1,187,3450,male,2009
Adelie,Dream,41.1,19.1,183,3425,male,2007
Adelie,Dream,37.6,18.2,193,3750,male,2009
Adelie,Dream,39.6,18.2,186,4425,male,2008
Adelie,Dream,39.1,18.7,185,3675,male,2009
Adelie,Dream,39.0,18.6,185,3675,male,2009
Adelie,Dream,37.8,18.1,193,3750,male,2009
Adelie,Dream,40.9,18.4,195,3875,male,2007
Adelie,Dream,41.2,17.6,190,3875,male,2009
Adelie,Dream,40.9,17.0,190,3725,male,2009
Adelie,Dream,43.9,19.7,196,4400,male,2007
Adelie,Dream,39.1,18.6,186,3625,male,2009
Adelie,Dream,38.1,19.3,190,3975,male,2008
Adelie,Dream,41.2,17.5,191,3875,male,2009
Adelie,Dream,40.5,18.8,208,4300,male,2008
Adelie,Dream,38.3,19.1,189,3975,male,2008
Adelie,Dream,39.7,18.2,186,4450,male,2008
Adelie,Dream,40.8,17.0,190,3725,male,2009
Adelie,Dream,40.8,17.2,187,3500,male,2009
Adelie,Dream,39.6,18.0,186,4475,male,2008
Adelie,Dream,40.8,16.9,190,3725,male,2009
Adelie,Dream,37.8,18.1,193,3725,male,2009
Adelie,Dream,43.0,18.5,192,4050,male,2008
Adelie,Dream,41.2,20.2,194,3575,male,2008
Adelie,Dream,41.0,18.1,205,4350,male,2008
Adelie,Dream,40.4,18.6,196,4350,male,2008
Adelie,Dream,39.6,18.0,193,4300,male,2009
Adelie,Dream,40.9,18.4,195,3900,male,2007
Adelie,Dream,41.5,18.5,201,4000,male,2009
Adelie,Dream,38.4,19.2,189,3925,male,2008
Adelie,Dream,41.0,18.3,195,3900,male,2007
Adelie,Dream,39.9,19.0,184,4625,male,2007
Adelie,Dream,41.1,19.0,182,3425,male,2007
Adelie,Dream,40.6,17.2,187,3450,male,2009
Adelie,Dream,41.2,18.1,205,4325,male,2008
Adelie,Dream,38.7,19.9,190,3900,male,2007
Adelie,Dream,40.3,18.5,196,4325,male,2008
Adelie,Dream,40.9,17.5,190,3950,male,2009
Adelie,Dream,41.4,18.5,201,3975,male,2009
Adelie,Dream,39.2,18.7,185,3600,male,2009
Adelie,Dream,40.7,18.9,208,4275,male,2008
Adelie,Dream,39.6,17.9,193,4275,male,2009
Adelie,Dream,38.2,19.3,189,3950,male,2008
Adelie,Dream,36.3,19.5,190,3825,male,2008
Adelie,Dream,40.7,17.1,190,3750,male,2009
Adelie,Dream,39.6,19.2,184,4625,male,2007
Adelie,Dream,40.7,18.9,208,4250,male,2008
Adelie,Dream,40.8,18.4,195,3850,male,2007
Adelie,Dream,39.5,21.0,196,4150,male,2007
Adelie,Dream,41.5,18.5,201,3950,male,2009
Adelie,Dream,40.2,20.0,200,3950,male,2009
Adelie,Dream,41.5,18.5,200,3975,male,2009
Adelie,Dream,40.8,18.3,195,3900,male,2007
Adelie,Dream,41.5,18.6,201,4025,male,2009
Adelie,Dream,40.6,16.9,190,3750,male,2009
Adelie,Dream,39.1,18.6,190,4225,male,2009
Adelie,Dream,40.4,18.5,196,4350,male,2008
Adelie,Dream,39.4,18.8,190,4575,male,2007
Adelie,Dream,38.2,19.1,189,3975,male,2008
Adelie,Dream,39.9,18.5,195,4400,male,2008
Adelie,Dream,40.9,18.9,184,3900,male,2007
Adelie,Dream,41.2,20.4,194,3550,male,2008
Adelie,Dream,44.3,19.8,196,4375,male,2007
Adelie,Dream,41.2,18.1,205,4300,male,2008
Adelie,Dream,39.2,18.7,191,4275,male,2009
Adelie,Dream,39.8,19.1,184,4625,male,2007
Adelie,Dream,41.3,18.1,205,4300,male,2008
Adelie,Dream,40.3,20.0,200,3975,male,2009
Adelie,Dream,39.3,21.0,196,4175,male,2007
Adelie,Dream,39.6,18.0,193,4275,male,2009
Adelie,Dream,40.7,18.9,184,3925,male,2007
Adelie,Dream,39.3,18.5,190,4300,male,2009
Adelie,Dream,37.3,18.1,178,3850,male,2007
Adelie,Dream,44.0,19.8,196,4400,male,2007
Adelie,Dream,43.1,18.6,192,4075,male,2008
Adelie,Dream,38.7,19.9,190,3950,male,2007
Adelie,Dream,40.7,17.2,187,3500,male,2009
Adelie,Dream,40.7,17.2,187,3500,male,2009
Adelie,Dream,41.4,20.3,194,3550,male,2008
Adelie,Dream,44.2,19.6,196,4400,male,2007
Adelie,Dream,41.6,20.3,194,3500,male,2008
Adelie,Dream,40.0,19.0,184,4650,male,2007
Adelie,Dream,44.1,19.7,196,4400,male,2007
Adelie,Dream,40.8,17.0,191,3700,male,2009
Adelie,Dream,41.0,18.9,184,3875,male,2007
Adelie,Dream,39.7,19.2,184,4625,male,2007
Adelie,Dream,39.2,21.0,196,4175,male,2007
Adelie,Dream,40.8,19.0,208,4250,male,2008
Adelie,Dream,39.9,20.1,200,4025,male,2009
Adelie,Dream,39.9,18.8,190,4600,male,2007
Adelie,Dream,40.8,18.8,208,4275,male,2008
Adelie,Dream,38.2,19.2,189,3925,male,2008
Adelie,Dream,39.9,19.1,184,4650,male,2007
Adelie,Dream,43.0,18.5,192,4075,male,2008
Adelie,Dream,38.9,20.1,191,3950,male,2007
Adelie,Dream,38.8,20.0,190,3925,male,2007
Adelie,Dream,39.5,19.2,184,4625,male,2007
Adelie,Dream,39.8,17.9,193,4250,male,2009
Adelie,Dream,40.7,18.7,208,4250,male,2008
Adelie,Dream,42.1,21.2,191,4125,male,2007
Adelie,Dream,41.3,19.0,182,3425,male,2007
Adelie,Dream,40.8,18.9,208,4300,male,2008
Adelie,Dream,36.2,19.5,190,3800,male,2008
Adelie,Dream,42.4,21.1,191,4175,male,2007
Adelie,Dream,39.2,17.9,193,4225,male,2009
Adelie,Dream,38.4,19.2,189,3925,male,2008
Adelie,Dream,40.3,18.5,196,4350,male,2008
Adelie,Dream,40.5,20.2,200,4000,male,2009
Adelie,Dream,40.8,18.9,184,3900,male,2007
Adelie,Dream,37.4,18.2,194,3800,male,2009
Adelie,Dream,37.7,18.1,193,3775,male,2009
Adelie,Dream,44.1,19.7,196,4400,male,2007
Adelie,Dream,41.6,18.5,201,4000,male,2009
Adelie,Dream,39.3,21.2,196,4125,male,2007
Adelie,Dream,41.1,18.9,182,3425,male,2007
Adelie,Dream,40.2,18.6,196,4325,male,2008
Adelie,Dream,44.2,19.8,196,4400,male,2007
Adelie,Dream,44.1,19.7,196,4425,male,2007
Adelie,Dream,39.5,18.0,186,4450,male,2008
Adelie,Dream,41.3,20.3,194,3575,male,2008
Adelie,Dream,40.6,17.2,187,3475,male,2009
Adelie,Dream,40.4,18.6,196,4350,male,2008
Adelie,Dream,39.2,18.6,190,4250,male,2009
Adelie,Dream,38.5,19.1,188,3950,male,2008
Adelie,Dream,40.5,18.4,195,3925,male,2007
Adelie,Dream,42.3,21.1,191,4100,male,2007
Adelie,Dream,41.0,18.8,185,3850,male,2007
Adelie,Dream,40.9,17.0,190,3750,male,2009
Adelie,Dream,40.3,18.7,196,4350,male,2008
Adelie,Dream,38.2,19.2,189,3950,male,2008
Adelie,Dream,38.8,19.9,190,3925,male,2007
Adelie,Dream,39.6,18.0,193,4250,male,2009
Adelie,Dream,41.2,18.1,205,4300,male,2008
Adelie,Dream,39.1,18.6,190,4250,male,2009
Adelie,Dream,41.1,18.1,205,4250,male,2008
Adelie,Dream,41.3,20.3,194,3550,male,2008
Adelie,Dream,37.7,18.5,199,4500,male,2009
Adelie,Dream,41.5,18.6,201,4025,male,2009
Adelie,Dream,37.4,18.5,199,4475,male,2009
Adelie,Dream,41.5,17.6,190,3900,male,2009
Adelie,Dream,40.3,20.2,199,3975,male,2009
Adelie,Dream,37.2,18.1,178,3900,male,2007
Adelie,Dream,41.0,18.4,195,3925,male,2007
Adelie,Dream,38.9,18.7,185,3675,male,2009
Adelie,Dream,39.3,18.9,190,4575,male,2007
Adelie,Dream,37.7,18.2,193,3725,male,2009
Adelie,Dream,44.2,19.7,196,4400,male,2007
Adelie,Dream,42.5,21.3,191,4150,male,2007
Adelie,Dream,39.0,18.7,185,3625,male,2009
Adelie,Dream,39.1,18.5,190,4225,male,2009
Adelie,Dream,42.1,21.2,191,4200,male,2007
Adelie,Dream,41.0,18.1,206,4300,male,2008
Adelie,Dream,40.9,17.5,190,3900,male,2009
Adelie,Dream,37.7,18.5,199,4500,male,2009
Adelie,Dream,38.3,19.2,189,3950,male,2008
Adelie,Dream,42.2,21.1,191,4150,male,2007
Adelie,Dream,41.4,19.0,182,3400,male,2007
Adelie,Dream,44.2,19.6,195,4400,male,2007
Adelie,Dream,41.6,18.5,201,3950,male,2009
Adelie,Dream,41.1,20.4,194,3500,male,2008
Adelie,Dream,38.3,19.1,189,3950,male,2008
Adelie,Dream,37.0,18.1,178,3875,male,2007
Adelie,Dream,41.3,20.4,194,3575,male,2008
Adelie,Dream,40.7,17.2,187,3450,male,2009
Adelie,Dream,40.4,18.5,196,4325,male,2008
Adelie,Dream,39.0,18.6,190,4200,male,2009
Adelie,Dream,38.8,19.9,190,3950,male,2007
Adelie,Dream,41.0,18.1,205,4275,male,2008
Adelie,Dream,38.2,19.3,188,3925,male,2008
Adelie,Dream,41.4,20.3,193,3575,male,2008
Adelie,Dream,37.0,18.0,179,3900,male,2007
Adelie,Dream,41.0,18.1,205,4275,male,2008
Adelie,Dream,39.0,18.8,185,3625,male,2009
Adelie,Dream,41.0,18.4,195,3925,male,2007
Adelie,Dream,40.8,18.1,205,4300,male,2008
Adelie,Dream,39.2,18.7,186,3600,male,2009
Adelie,Dream,41.0,18.8,208,4300,male,2008
Adelie,Dream,42.3,21.2,191,4125,male,2007
Adelie,Dream,43.1,18.6,192,4050,male,2008
Adelie,Dream,41.3,20.1,194,3500,male,2008
Adelie,Dream,40.1,20.0,200,3950,male,2009
Adelie,Dream,44.0,19.7,196,4400,male,2007
Adelie,Dream,40.6,17.0,190,3725,male,2009
Adelie,Dream,40.6,18.9,207,4275,male,2008
Adelie,Dream,39.8,19.1,184,4625,male,2007
Adelie,Dream,42.2,21.3,191,4125,male,2007
Adelie,Dream,37.7,18.1,193,3725,male,2009
Adelie,Dream,39.7,19.2,184,4625,male,2007
Adelie,Dream,41.0,17.6,190,3875,male,2009
Adelie,Dream,41.4,18.6,201,3975,male,2009
Adelie,Dream,37.0,18.1,178,3875,male,2007
Adelie,Dream,39.5,17.9,193,4250,male,2009
Adelie,Dream,38.4,19.2,189,3925,male,2008
Adelie,Dream,38.8,20.0,190,3950,male,2007
Adelie,Dream,37.6,18.5,199,4525,male,2009
Adelie,Dream,37.1,18.1,178,3900,male,2007
Adelie,Dream,38.9,18.7,185,3625,male,2009
Adelie,Dream,38.4,19.2,189,3950,male,2008
Adelie,Dream,41.2,18.1,205,4300,male,2008
Adelie,Dream,40.3,20.0,200,3975,male,2009
Adelie,Dream,41.1,18.1,204,4300,male,2008
Adelie,Dream,39.7,17.9,193,4250,male,2009
Adelie,Dream,40.6,18.8,208,4300,male,2008
Adelie,Dream,39.3,18.6,190,4225,male,2009
Adelie,Dream,36.4,19.5,190,3825,male,2008
Adelie,Dream,41.3,17.5,190,3875,male,2009
Adelie,Dream,41.0,17.5,190,3875,male,2009
Adelie,Dream,41.2,18.8,184,3925,male,2007
Adelie,Dream,41.1,19.1,182,3475,male,2007
Adelie,Dream,39.9,19.2,184,4700,male,2007
Adelie,Dream,39.0,18.7,185,3675,male,2009
Adelie,Dream,38.7,20.0,190,3950,male,2007
Adelie,Dream,41.4,20.3,194,3550,male,2008
Adelie,Dream,41.1,18.1,205,4275,male,2008
Adelie,Dream,44.2,19.7,196,4400,male,2007
Adelie,Dream,43.0,18.5,192,4075,male,2008
Adelie,Dream,41.0,17.5,190,3900,male,2009
Adelie,Dream,38.4,19.2,189,3950,male,2008
Adelie,Dream,41.4,18.4,201,3975,male,2009
Adelie,Dream,39.8,17.8,193,4225,male,2009
Adelie,Dream,40.4,18.5,196,4350,male,2008
Adelie,Dream,39.7,18.0,186,4450,male,2008
Adelie,Dream,40.6,17.2,187,3475,male,2009
Adelie,Dream,39.7,18.0,186,4475,male,2008
Adelie,Dream,39.1,21.1,196,4150,male,2007
Adelie,Dream,41.0,19.0,182,3425,male,2007
Adelie,Dream,41.3,18.5,201,4025,male,2009
Adelie,Dream,41.0,20.2,194,3525,male,2008
Adelie,Dream,40.5,20.1,200,3975,male,2009
Adelie,Dream,44.1,19.7,196,4400,male,2007
Adelie,Dream,38.7,19.9,190,3925,male,2007
Adelie,Dream,39.5,19.1,184,4625,male,2007
Adelie,Dream,38.9,18.8,185,3625,male,2009
Adelie,Dream,37.0,18.2,178,3925,male,2007
Adelie,Dream,41.1,18.9,182,3375,male,2007
Adelie,Dream,43.0,18.5,192,4125,male,2008
Adelie,Dream,39.1,21.1,196,4150,male,2007
Adelie,Dream,40.7,18.4,195,3875,male,2007
Adelie,Dream,40.1,20.1,200,4000,male,2009
Adelie,Dream,39.0,18.7,185,3650,male,2009
Adelie,Dream,41.2,20.3,194,3575,male,2008
Adelie,Dream,36.3,19.5,190,3775,male,2008
Adelie,Dream,40.9,18.1,205,4325,male,2008
Adelie,Dream,39.6,19.1,184,4625,male,2007
Adelie,Dream,40.7,17.1,189,3725,male,2009
Adelie,Dream,39.7,17.9,193,4250,male,2009
Adelie,Dream,37.6,18.5,199,4475,male,2009
Adelie,Dream,39.7,17.9,193,4250,male,2009
Adelie,Dream,41.2,17.6,190,3925,male,2009
Adelie,Dream,41.0,19.1,181,3400,male,2007
Adelie,Dream,41.2,18.9,184,3875,male,2007
Adelie,Dream,40.8,18.9,208,4275,male,2008
Adelie,Dream,40.4,18.3,196,4375,male,2008
Adelie,Dream,39.3,18.6,185,3650,male,2009
Adelie,Dream,41.3,18.9,182,3450,male,2007
Adelie,Dream,40.8,18.0,205,4300,male,2008
Adelie,Dream,40.7,18.8,207,4325,male,2008
Adelie,Dream,41.3,18.6,201,4000,male,2009
Adelie,Dream,37.6,18.5,199,4500,male,2009
Adelie,Dream,41.3,18.6,201,3975,male,2009
Adelie,Dream,42.2,21.2,191,4150,male,2007
Adelie,Dream,39.2,18.7,185,3675,male,2009
Adelie,Dream,40.8,17.2,187,3475,male,2009
Adelie,Dream,39.1,18.7,190,4300,male,2009
Adelie,Dream,40.6,18.5,195,3925,male,2007
Adelie,Dream,40.6,18.9,208,4275,male,2008
Adelie,Dream,41.4,20.2,193,3575,male,2008
Adelie,Dream,42.3,21.3,191,4175,male,2007
Adelie,Dream,38.0,18.0,193,3775,male,2009
Adelie,Dream,40.3,18.6,196,4325,male,2008
Adelie,Dream,41.0,19.0,182,3475,male,2007
Adelie,Dream,37.2,18.1,177,3900,male,2007
Adelie,Dream,38.4,19.2,189,4000,male,2008
Adelie,Dream,41.4,20.3,194,3550,male,2008
Adelie,Dream,44.1,19.6,196,4400,male,2007
Adelie,Dream,39.1,20.9,196,4150,male,2007
Adelie,Dream,36.2,19.5,190,3775,male,2008
Adelie,Dream,37.5,18.5,199,4500,male,2009
Adelie,Dream,41.5,18.6,202,4000,male,2009
Adelie,Dream,40.9,17.1,187,3500,male,2009
Adelie,Dream,40.2,20.1,201,3950,male,2009
Adelie,Dream,40.8,17.1,190,3775,male,2009
Adelie,Dream,39.5,18.1,186,4475,male,2008
Adelie,Dream,41.4,20.3,194,3550,male,2008
Adelie,Dream,38.5,19.2,189,3975,male,2008
Adelie,Dream,41.2,20.3,194,3525,male,2008
Adelie,Dream,40.8,17.1,187,3425,male,2009
Adelie,Dream,41.4,20.3,194,3525,male,2008
Adelie,Dream,37.2,18.0,178,3900,male,2007
Adelie,Dream,44.1,19.6,196,4375,male,2007
Adelie,Dream,39.3,18.2,186,4450,male,2008
Adelie,Dream,37.6,18.1,193,3775,male,2009
Adelie,Dream,41.1,17.5,190,3850,male,2009
Adelie,Dream,37.7,18.2,193,3800,male,2009
Adelie,Dream,43.2,18.7,192,4100,male,2008
Adelie,Dream,38.9,18.7,185,3675,male,2009
Adelie,Dream,38.2,19.2,189,3925,male,2008
Adelie,Dream,39.7,19.1,183,4650,male,2007
Adelie,Dream,36.4,19.5,190,3800,male,2008
Adelie,Dream,40.6,17.0,190,3700,male,2009
Adelie,Dream,40.7,17.2,187,3450,male,2009
Adelie,Dream,40.7,17.1,186,3450,male,2009
Adelie,Dream,36.2,19.5,190,3825,male,2008
Adelie,Dream,38.7,20.0,190,3950,male,2007
Adelie,Dream,40.0,20.1,200,3950,male,2009
Adelie,Dream,40.9,17.2,187,3500,male,2009
Adelie,Dream,40.3,18.6,196,4350,male,2008
Adelie,Dream,42.4,21.1,192,4175,male,2007
Adelie,Dream,41.0,19.0,184,3875,male,2007
Adelie,Dream,39.7,18.1,186,4450,male,2008
Adelie,Dream,38.7,18.7,185,3650,male,2009
Adelie,Dream,40.9,19.0,208,4275,male,2008
Adelie,Dream,37.4,18.9,179,2950,nan,2007
Adelie,Dream,37.7,18.9,179,3000,nan,2007
Adelie,Dream,37.4,18.9,178,2900,nan,2007
Adelie,Dream,37.5,18.9,178,2975,nan,2007
Adelie,Dream,37.5,18.9,179,2975,nan,2007
Adelie,Dream,37.5,18.9,179,2975,nan,2007
Adelie,Dream,37.6,18.9,179,2975,nan,2007
Adelie,Dream,37.4,18.9,178,2975,nan,2007
Adelie,Dream,37.6,18.9,179,2975,nan,2007
Adelie,Dream,37.7,18.9,179,3025,nan,2007
Adelie,Dream,37.6,19.0,179,3000,nan,2007
Adelie,Dream,37.5,18.9,179,2975,nan,2007
Adelie,Dream,37.6,18.8,179,2925,nan,2007
Adelie,Dream,37.6,18.9,180,3000,nan,2007
Adelie,Dream,37.6,19.0,179,2975,nan,2007
Adelie,Torgersen,40.3,18.0,195,3250,female,2007
Adelie,Torgersen,36.7,18.8,187,3775,female,2008
Adelie,Torgersen,38.4,16.9,188,2900,female,2009
Adelie,Torgersen,36.6,19.3,193,3450,female,2007
Adelie,Torgersen,40.8,16.8,191,3725,female,2008
Adelie,Torgersen,35.3,15.8,186,3100,female,2009
Adelie,Torgersen,40.2,17.0,176,3500,female,2009
Adelie,Torgersen,39.3,17.4,186,3850,female,2007
Adelie,Torgersen,36.6,17.7,185,3700,female,2007
Adelie,Torgersen,38.6,17.9,189,3375,female,2009
Adelie,Torgersen,39.7,17.4,186,3825,female,2007
Adelie,Torgersen,38.7,17.6,191,3300,female,2009
Adelie,Torgersen,35.5,17.5,190,3700,female,2008
Adelie,Torgersen,36.7,18.8,187,3800,female,2008
Adelie,Torgersen,36.3,16.2,186,3525,female,2008
Adelie,Torgersen,34.6,17.2,189,3225,female,2008
Adelie,Torgersen,35.6,17.1,189,3300,female,2009
Adelie,Torgersen,38.9,19.0,195,3500,female,2007
Adelie,Torgersen,35.8,16.6,190,3050,female,2008
Adelie,Torgersen,39.6,17.2,196,3525,female,2008
Adelie,Torgersen,36.5,17.8,185,3725,female,2007
Adelie,Torgersen,33.3,19.0,190,3575,female,2008
Adelie,Torgersen,34.4,18.3,185,3325,female,2007
Adelie,Torgersen,34.4,18.4,184,3325,female,2007
Adelie,Torgersen,36.7,18.9,187,3825,female,2008
Adelie,Torgersen,39.4,17.4,186,3800,female,2007
Adelie,Torgersen,36.0,16.5,190,3050,female,2008
Adelie,Torgersen,38.6,17.0,188,2925,female,2009
Adelie,Torgersen,38.8,17.6,191,3275,female,2009
Adelie,Torgersen,36.5,17.8,185,3725,female,2007
Adelie,Torgersen,38.9,17.6,190,3275,female,2009
Adelie,Torgersen,38.8,17.1,191,3075,female,2009
Adelie,Torgersen,38.3,19.0,195,3425,female,2007
Adelie,Torgersen,38.8,17.9,181,3625,female,2007
Adelie,Torgersen,38.7,17.8,181,3600,female,2007
Adelie,Torgersen,36.1,17.2,187,3125,female,2009
Adelie,Torgersen,33.3,19.0,190,3550,female,2008
Adelie,Torgersen,38.7,19.0,195,3425,female,2007
Adelie,Torgersen,41.1,17.6,182,3200,female,2007
Adelie,Torgersen,38.6,17.0,188,2900,female,2009
Adelie,Torgersen,39.6,17.4,186,3800,female,2007
Adelie,Torgersen,36.5,17.8,185,3700,female,2007
Adelie,Torgersen,40.8,16.8,191,3700,female,2008
Adelie,Torgersen,38.6,19.0,195,3450,female,2007
Adelie,Torgersen,36.6,19.3,194,3450,female,2007
Adelie,Torgersen,39.2,17.1,191,3075,female,2009
Adelie,Torgersen,38.4,17.7,190,3325,female,2009
Adelie,Torgersen,38.8,17.6,192,3300,female,2009
Adelie,Torgersen,34.6,17.2,189,3200,female,2008
Adelie,Torgersen,35.2,17.5,189,3700,female,2008
Adelie,Torgersen,39.4,17.1,195,3525,female,2008
Adelie,Torgersen,40.8,17.5,182,3250,female,2007
Adelie,Torgersen,35.8,17.0,189,3350,female,2009
Adelie,Torgersen,38.6,17.8,190,3350,female,2009
Adelie,Torgersen,38.9,17.8,181,3625,female,2007
Adelie,Torgersen,38.9,19.0,195,3425,female,2007
Adelie,Torgersen,39.0,17.0,191,3075,female,2009
Adelie,Torgersen,36.6,17.8,185,3700,female,2007
Adelie,Torgersen,40.0,16.9,176,3475,female,2009
Adelie,Torgersen,37.0,19.3,193,3425,female,2007
Adelie,Torgersen,38.7,17.6,191,3300,female,2009
Adelie,Torgersen,35.7,17.0,189,3375,female,2009
Adelie,Torgersen,35.6,17.0,189,3350,female,2009
Adelie,Torgersen,39.0,17.1,190,3050,female,2009
Adelie,Torgersen,38.6,17.6,191,3300,female,2009
Adelie,Torgersen,38.7,17.6,191,3300,female,2009
Adelie,Torgersen,36.1,16.6,190,3075,female,2008
Adelie,Torgersen,38.7,19.0,195,3425,female,2007
Adelie,Torgersen,39.6,17.2,196,3550,female,2008
Adelie,Torgersen,40.5,18.0,196,3225,female,2007
Adelie,Torgersen,35.9,17.2,187,3125,female,2009
Adelie,Torgersen,33.3,19.1,190,3550,female,2008
Adelie,Torgersen,35.6,17.6,190,3675,female,2008
Adelie,Torgersen,39.6,17.4,186,3775,female,2007
Adelie,Torgersen,35.9,16.6,191,3050,female,2008
Adelie,Torgersen,33.6,19.1,190,3575,female,2008
Adelie,Torgersen,40.1,18.0,195,3250,female,2007
Adelie,Torgersen,35.1,15.9,186,3075,female,2009
Adelie,Torgersen,38.8,19.1,196,3425,female,2007
Adelie,Torgersen,38.6,17.9,190,3325,female,2009
Adelie,Torgersen,36.0,16.6,190,3075,female,2008
Adelie,Torgersen,36.5,17.8,185,3675,female,2007
Adelie,Torgersen,36.4,17.1,187,3125,female,2009
Adelie,Torgersen,40.9,16.9,191,3725,female,2008
Adelie,Torgersen,40.3,18.0,195,3275,female,2007
